No,Type,Threat_type,Itype,Status,Value,Severity,IOC_type,ThreatScore,Created_ts,Organization,Confidence,Source_reported_confidence
799,ip,spam,spam_ip,active,113.172.171.134,low,gov,24,2021-03-20,Vietnam Posts and Telecommunications(VNPT),96,75
800,ip,spam,spam_ip,active,27.66.217.96,low,gov,25,2021-03-20,Viettel Group,100,75
801,ip,spam,spam_ip,active,125.235.227.148,low,gov,22,2021-03-20,Viettel Group,85,75
802,ip,spam,spam_ip,active,171.236.130.22,low,gov,25,2021-03-20,Viettel Group,97,75
803,ip,spam,spam_ip,active,14.231.212.61,low,gov,20,2021-03-20,Vietnam Posts and Telecommunications(VNPT),77,75
804,ip,spam,spam_ip,active,171.244.76.44,low,gov,25,2021-03-20,Viettel Group,98,75
805,ip,spam,spam_ip,active,222.252.107.231,low,gov,16,2021-03-20,Vietnam Posts and Telecommunications(VNPT),63,75
806,ip,spam,spam_ip,active,171.228.223.158,low,gov,25,2021-03-20,Viettel Group,100,75
807,ip,spam,spam_ip,active,14.167.236.60,low,gov,22,2021-03-20,Vietnam Posts and Telecommunications(VNPT),88,75
808,ip,spam,spam_ip,active,14.228.184.107,low,gov,24,2021-03-20,Vietnam Posts and Telecommunications(VNPT),96,75
809,ip,spam,spam_ip,active,222.254.9.111,low,gov,18,2021-03-20,Vietnam Posts and Telecommunications(VNPT),71,75
810,ip,spam,spam_ip,active,42.113.203.73,low,gov,25,2021-03-20,FPT Telecom Company,99,75
811,ip,spam,spam_ip,active,14.186.5.167,low,gov,25,2021-03-20,Vietnam Posts and Telecommunications(VNPT),100,75
812,ip,spam,spam_ip,active,14.252.155.192,low,gov,22,2021-03-20,Vietnam Posts And Telecommunications Group,88,75
813,ip,spam,spam_ip,active,14.177.160.185,low,gov,20,2021-03-20,Vietnam Posts and Telecommunications(VNPT),77,75
814,ip,spam,spam_ip,active,123.28.113.208,low,gov,18,2021-03-20,Vietnam Posts and Telecommunications(VNPT),69,75
815,ip,spam,spam_ip,active,117.7.150.186,low,gov,24,2021-03-20,Viettel Group,95,75
816,ip,spam,spam_ip,active,113.173.85.168,low,gov,25,2021-03-20,Vietnam Posts and Telecommunications(VNPT),100,75
817,ip,spam,spam_ip,active,123.22.246.245,low,gov,16,2021-03-20,Vietnam Posts and Telecommunications(VNPT),61,75
818,ip,spam,spam_ip,active,125.235.236.216,low,gov,25,2021-03-20,Viettel Group,100,75
819,ip,spam,spam_ip,active,113.178.32.186,low,gov,20,2021-03-20,Vietnam Posts and Telecommunications(VNPT),77,75
820,ip,spam,spam_ip,active,171.251.235.61,low,gov,21,2021-03-20,Viettel Group,84,75
821,ip,spam,spam_ip,active,14.162.207.137,low,gov,17,2021-03-20,Vietnam Posts and Telecommunications(VNPT),66,75
822,ip,spam,spam_ip,active,14.177.114.169,low,gov,20,2021-03-20,Vietnam Posts and Telecommunications(VNPT),77,75
823,ip,spam,spam_ip,active,113.162.167.52,low,gov,22,2021-03-20,Vietnam Posts and Telecommunications(VNPT),88,75
824,ip,spam,spam_ip,active,14.248.196.136,low,gov,20,2021-03-20,Vietnam Posts and Telecommunications(VNPT),77,75
825,ip,spam,spam_ip,active,123.21.140.21,low,gov,22,2021-03-20,Vietnam Posts and Telecommunications(VNPT),88,75
826,ip,spam,spam_ip,active,14.162.18.208,low,gov,20,2021-03-20,Vietnam Posts and Telecommunications(VNPT),77,75
827,ip,spam,spam_ip,active,113.186.142.64,low,gov,17,2021-03-20,Vietnam Posts and Telecommunications(VNPT),66,75
828,ip,spam,spam_ip,active,14.235.176.94,low,gov,23,2021-03-20,Vietnam Posts and Telecommunications(VNPT),91,75
829,ip,spam,spam_ip,active,123.20.49.143,low,gov,22,2021-03-20,Vietnam Posts and Telecommunications(VNPT),88,75
830,ip,spam,spam_ip,active,123.27.240.36,low,gov,20,2021-03-20,Vietnam Posts and Telecommunications(VNPT),80,75
831,ip,spam,spam_ip,active,1.53.208.217,low,gov,25,2021-03-20,FPT Telecom Company,97,75
832,ip,spam,spam_ip,active,14.234.90.234,low,gov,20,2021-03-20,Vietnam Posts and Telecommunications(VNPT),78,75
833,ip,spam,spam_ip,active,1.55.1.50,low,gov,25,2021-03-20,FPT Telecom Company,99,75
834,ip,spam,spam_ip,active,171.224.207.216,low,gov,25,2021-03-20,Viettel Group,100,75
835,ip,spam,spam_ip,active,125.235.227.122,low,gov,22,2021-03-20,Viettel Group,85,75
836,ip,spam,spam_ip,active,113.174.162.51,low,gov,16,2021-03-20,Vietnam Posts and Telecommunications(VNPT),64,75
837,ip,spam,spam_ip,active,27.66.73.164,low,gov,25,2021-03-20,Viettel Group,100,75
838,ip,spam,spam_ip,active,1.54.4.77,low,gov,25,2021-03-20,FPT Telecom Company,99,75
839,ip,spam,spam_ip,active,116.106.51.99,low,gov,25,2021-03-20,Viettel Corporation,97,75
840,ip,spam,spam_ip,active,118.70.13.225,low,gov,15,2021-03-20,FPT Telecom Company,57,75
841,ip,spam,spam_ip,active,116.96.78.14,low,gov,25,2021-03-20,Viettel Group,98,75
842,ip,spam,spam_ip,active,113.185.75.195,low,gov,22,2021-03-20,Vietnam Posts And Telecommunications Group,86,75
843,ip,spam,spam_ip,active,123.16.240.69,low,gov,20,2021-03-20,Vietnam Posts and Telecommunications(VNPT),77,75
844,ip,spam,spam_ip,active,123.16.88.41,low,gov,24,2021-03-20,Vietnam Posts and Telecommunications(VNPT),96,75
845,ip,spam,spam_ip,active,116.98.55.152,low,gov,24,2021-03-20,Viettel Corporation,95,75
846,ip,spam,spam_ip,active,45.122.233.76,low,gov,20,2021-03-20,CMC Telecom Infrastructure Company,80,75
847,ip,spam,spam_ip,active,27.71.109.84,low,gov,11,2021-03-20,Viettel Group,44,75
848,ip,spam,spam_ip,active,14.247.30.177,low,gov,20,2021-03-20,Vietnam Posts and Telecommunications(VNPT),77,75
849,ip,spam,spam_ip,active,42.114.162.241,low,gov,25,2021-03-20,FPT Telecom Company,99,75
850,ip,spam,spam_ip,active,27.73.163.201,low,gov,25,2021-03-20,Viettel Group,100,75
851,ip,spam,spam_ip,active,14.169.215.138,low,gov,8,2021-03-20,Vietnam Posts and Telecommunications(VNPT),32,75
852,ip,spam,spam_ip,active,116.111.12.194,low,gov,25,2021-03-20,Viettel Corporation,100,75
853,ip,spam,spam_ip,active,27.70.212.251,low,gov,14,2021-03-20,Viettel Group,55,75
854,ip,spam,spam_ip,active,14.162.39.67,low,gov,20,2021-03-20,Vietnam Posts and Telecommunications(VNPT),77,75
855,ip,spam,spam_ip,active,27.64.205.99,low,gov,22,2021-03-20,Viettel Group,87,75
856,ip,spam,spam_ip,active,171.241.43.191,low,gov,25,2021-03-20,Viettel Group,97,75
857,ip,spam,spam_ip,active,115.76.71.70,low,gov,25,2021-03-20,Viettel Group,97,75
858,ip,spam,spam_ip,active,42.113.220.142,low,gov,25,2021-03-20,FPT Telecom Company,99,75
859,ip,spam,spam_ip,active,14.180.143.203,low,gov,19,2021-03-20,Vietnam Posts And Telecommunications Group,76,75
860,ip,spam,spam_ip,active,113.188.50.68,low,gov,24,2021-03-20,Vietnam Posts and Telecommunications(VNPT),96,75
861,ip,spam,spam_ip,active,103.155.82.111,low,gov,25,2021-03-20,,100,75
862,ip,spam,spam_ip,active,123.22.57.31,low,gov,16,2021-03-20,Vietnam Posts and Telecommunications(VNPT),61,75
863,ip,spam,spam_ip,active,123.24.87.24,low,gov,21,2021-03-20,Vietnam Posts and Telecommunications(VNPT),81,75
864,ip,spam,spam_ip,active,14.176.37.226,low,gov,13,2021-03-20,Vietnam Posts and Telecommunications(VNPT),50,75
865,ip,spam,spam_ip,active,1.52.127.14,low,gov,21,2021-03-20,FPT Telecom Company,81,75
866,ip,spam,spam_ip,active,202.43.110.42,low,gov,17,2021-03-20,DTS Communication Technologies Corporation,66,75
867,ip,spam,spam_ip,active,117.0.90.149,low,gov,23,2021-03-20,Viettel Group,89,75
868,ip,spam,spam_ip,active,1.52.36.98,low,gov,20,2021-03-20,FPT Telecom,80,75
869,ip,spam,spam_ip,active,42.118.219.20,low,gov,25,2021-03-20,FPT Telecom Company,99,75
870,ip,spam,spam_ip,active,113.160.150.74,low,gov,23,2021-03-20,Vietnam Posts and Telecommunications(VNPT),91,75
871,ip,spam,spam_ip,active,27.71.122.173,low,gov,25,2021-03-20,Viettel Group,100,75
872,ip,spam,spam_ip,active,1.55.43.100,low,gov,25,2021-03-20,FPT Telecom Company,99,75
873,ip,spam,spam_ip,active,171.240.40.178,low,gov,23,2021-03-20,Viettel Group,92,75
874,ip,spam,spam_ip,active,123.28.119.243,low,gov,17,2021-03-20,Vietnam Posts and Telecommunications(VNPT),67,75
875,ip,spam,spam_ip,active,113.180.81.214,low,gov,22,2021-03-20,Vietnam Posts and Telecommunications(VNPT),88,75
876,ip,spam,spam_ip,active,42.112.157.173,low,gov,25,2021-03-20,FPT Telecom Company,99,75
877,ip,spam,spam_ip,active,14.169.158.211,low,gov,22,2021-03-20,Vietnam Posts and Telecommunications(VNPT),88,75
878,ip,spam,spam_ip,active,123.17.119.37,low,gov,23,2021-03-20,Vietnam Posts and Telecommunications(VNPT),91,75
879,ip,spam,spam_ip,active,118.70.49.143,low,gov,25,2021-03-20,FPT Telecom Company,99,75
880,ip,spam,spam_ip,active,116.103.18.55,low,gov,25,2021-03-20,Viettel Corporation,100,75
881,ip,spam,spam_ip,active,14.250.156.132,low,gov,23,2021-03-20,Vietnam Posts And Telecommunications Group,91,75
882,ip,spam,spam_ip,active,116.99.130.142,low,gov,25,2021-03-20,Viettel Corporation,100,75
883,ip,spam,spam_ip,active,14.180.224.45,low,gov,22,2021-03-20,Vietnam Posts And Telecommunications Group,86,75
884,ip,spam,spam_ip,active,113.188.51.142,low,gov,24,2021-03-20,Vietnam Posts and Telecommunications(VNPT),96,75
885,ip,spam,spam_ip,active,118.68.40.3,low,gov,19,2021-03-20,FPT Telecom Company,76,75
886,ip,spam,spam_ip,active,58.186.126.96,low,gov,25,2021-03-20,FPT Telecom Company,99,75
887,ip,spam,spam_ip,active,171.224.217.5,low,gov,23,2021-03-20,Viettel Group,92,75
888,ip,spam,spam_ip,active,113.165.103.91,low,gov,19,2021-03-20,Vietnam Posts and Telecommunications(VNPT),76,75
889,ip,spam,spam_ip,active,1.54.129.20,low,gov,25,2021-03-20,FPT Telecom Company,98,75
890,ip,spam,spam_ip,active,171.242.94.93,low,gov,24,2021-03-20,Viettel Group,95,75
891,ip,spam,spam_ip,active,42.119.97.64,low,gov,25,2021-03-20,FPT Telecom Company,100,75
892,ip,spam,spam_ip,active,14.186.154.178,low,gov,21,2021-03-20,Vietnam Posts and Telecommunications(VNPT),81,75
893,ip,spam,spam_ip,active,117.7.204.72,low,gov,25,2021-03-20,Viettel Group,97,75
894,ip,spam,spam_ip,active,171.224.5.134,low,gov,25,2021-03-20,Viettel Group,97,75
895,ip,spam,spam_ip,active,42.117.111.243,low,gov,25,2021-03-20,FPT Telecom Company,99,75
896,ip,spam,spam_ip,active,123.20.63.30,low,gov,22,2021-03-20,Vietnam Posts and Telecommunications(VNPT),88,75
897,ip,spam,spam_ip,active,171.240.62.239,low,gov,25,2021-03-20,Viettel Group,98,75
898,ip,spam,spam_ip,active,123.20.176.255,low,gov,22,2021-03-20,Vietnam Posts and Telecommunications(VNPT),88,75
899,ip,spam,spam_ip,active,14.184.47.36,low,gov,22,2021-03-20,Vietnam Posts and Telecommunications(VNPT),86,75
900,ip,spam,spam_ip,active,14.186.224.224,low,gov,25,2021-03-20,Vietnam Posts and Telecommunications(VNPT),99,75
901,ip,spam,spam_ip,active,113.181.216.85,low,gov,23,2021-03-20,Vietnam Posts and Telecommunications(VNPT),91,75
902,ip,spam,spam_ip,active,42.113.0.128,low,gov,25,2021-03-20,FPT Telecom Company,99,75
903,ip,spam,spam_ip,active,14.232.236.164,low,gov,25,2021-03-20,Vietnam Posts and Telecommunications(VNPT),99,75
904,ip,spam,spam_ip,active,113.182.191.49,low,gov,24,2021-03-20,Vietnam Posts and Telecommunications(VNPT),95,75
905,ip,spam,spam_ip,active,171.241.15.223,low,gov,19,2021-03-20,Viettel Group,73,75
906,ip,spam,spam_ip,active,113.172.214.93,low,gov,22,2021-03-20,Vietnam Posts and Telecommunications(VNPT),88,75
907,ip,spam,spam_ip,active,123.21.1.66,low,gov,25,2021-03-20,Vietnam Posts and Telecommunications(VNPT),97,75
908,ip,spam,spam_ip,active,58.186.99.7,low,gov,25,2021-03-20,FPT Telecom Company,99,75
909,ip,spam,spam_ip,active,117.5.156.209,low,gov,25,2021-03-20,Viettel Group,100,75
910,ip,spam,spam_ip,active,171.245.59.248,low,gov,25,2021-03-20,Viettel Group,100,75
911,ip,spam,spam_ip,active,116.96.89.106,low,gov,22,2021-03-20,Viettel Group,86,75
912,ip,spam,spam_ip,active,14.177.129.35,low,gov,20,2021-03-20,Vietnam Posts and Telecommunications(VNPT),77,75
913,ip,spam,spam_ip,active,14.181.212.182,low,gov,20,2021-03-20,Vietnam Posts and Telecommunications(VNPT),77,75
914,ip,spam,spam_ip,active,14.183.103.133,low,gov,22,2021-03-20,Vietnam Posts and Telecommunications(VNPT),85,75
915,ip,spam,spam_ip,active,117.3.150.38,low,gov,25,2021-03-20,Viettel Group,100,75
916,ip,spam,spam_ip,active,14.169.141.159,low,gov,25,2021-03-20,Vietnam Posts and Telecommunications(VNPT),97,75
917,ip,spam,spam_ip,active,116.97.41.25,low,gov,24,2021-03-20,Viettel Group,96,75
918,ip,spam,spam_ip,active,14.186.41.83,low,gov,18,2021-03-20,Vietnam Posts and Telecommunications(VNPT),71,75
919,ip,spam,spam_ip,active,113.166.243.226,low,gov,23,2021-03-20,Vietnam Posts and Telecommunications(VNPT),89,75
920,ip,spam,spam_ip,active,113.172.134.37,low,gov,22,2021-03-20,Vietnam Posts and Telecommunications(VNPT),88,75
921,ip,spam,spam_ip,active,14.244.101.162,low,gov,20,2021-03-20,Vietnam Posts and Telecommunications(VNPT),77,75
922,ip,spam,spam_ip,active,14.233.52.36,low,gov,23,2021-03-20,Vietnam Posts and Telecommunications(VNPT),92,75
923,ip,spam,spam_ip,active,14.164.131.115,low,gov,22,2021-03-20,Vietnam Posts and Telecommunications(VNPT),88,75
924,ip,spam,spam_ip,active,123.20.215.85,low,gov,24,2021-03-20,Vietnam Posts and Telecommunications(VNPT),93,75
925,ip,spam,spam_ip,active,14.234.109.190,low,gov,18,2021-03-20,Vietnam Posts and Telecommunications(VNPT),71,75
926,ip,spam,spam_ip,active,123.21.164.59,low,gov,25,2021-03-20,Vietnam Posts and Telecommunications(VNPT),98,75
927,ip,spam,spam_ip,active,113.173.254.101,low,gov,22,2021-03-20,Vietnam Posts and Telecommunications(VNPT),88,75
928,ip,spam,spam_ip,active,14.163.209.110,low,gov,20,2021-03-20,Vietnam Posts and Telecommunications(VNPT),77,75
929,ip,spam,spam_ip,active,14.169.191.169,low,gov,25,2021-03-20,Vietnam Posts and Telecommunications(VNPT),99,75
930,ip,spam,spam_ip,active,27.73.67.210,low,gov,24,2021-03-20,Viettel Group,94,75
931,ip,spam,spam_ip,active,14.177.223.247,low,gov,20,2021-03-20,Vietnam Posts and Telecommunications(VNPT),77,75
932,ip,spam,spam_ip,active,222.253.154.61,low,gov,24,2021-03-20,Vietnam Posts and Telecommunications(VNPT),95,75
933,ip,spam,spam_ip,active,171.242.31.75,low,gov,24,2021-03-20,Viettel Group,95,75
934,ip,spam,spam_ip,active,14.231.220.108,low,gov,20,2021-03-20,Vietnam Posts and Telecommunications(VNPT),77,75
935,ip,spam,spam_ip,active,113.172.17.164,low,gov,22,2021-03-20,Vietnam Posts and Telecommunications(VNPT),88,75
936,ip,spam,spam_ip,active,14.231.80.154,low,gov,20,2021-03-20,Vietnam Posts and Telecommunications(VNPT),77,75
937,ip,spam,spam_ip,active,123.24.153.61,low,gov,20,2021-03-20,Vietnam Posts and Telecommunications(VNPT),77,75
938,ip,spam,spam_ip,active,14.177.207.86,low,gov,20,2021-03-20,Vietnam Posts and Telecommunications(VNPT),77,75
939,ip,spam,spam_ip,active,171.228.203.5,low,gov,25,2021-03-20,Viettel Group,100,75
940,ip,spam,spam_ip,active,14.162.130.110,low,gov,19,2021-03-20,Vietnam Posts and Telecommunications(VNPT),76,75
941,ip,spam,spam_ip,active,123.22.9.247,low,gov,24,2021-03-20,Vietnam Posts and Telecommunications(VNPT),93,75
942,ip,spam,spam_ip,active,171.236.139.50,low,gov,25,2021-03-20,Viettel Group,97,75
943,ip,spam,spam_ip,active,222.252.38.225,low,gov,25,2021-03-20,Vietnam Posts and Telecommunications(VNPT),97,75
944,ip,spam,spam_ip,active,116.118.60.216,low,gov,21,2021-03-20,Saigon Postel Corporation,84,75
945,ip,spam,spam_ip,active,14.162.185.78,low,gov,24,2021-03-20,Vietnam Posts and Telecommunications(VNPT),96,75
946,ip,spam,spam_ip,active,116.107.255.69,low,gov,25,2021-03-20,Viettel Group,97,75
947,ip,spam,spam_ip,active,14.186.37.67,low,gov,21,2021-03-20,Vietnam Posts and Telecommunications(VNPT),81,75
948,ip,spam,spam_ip,active,117.1.117.34,low,gov,25,2021-03-20,Viettel Group,97,75
949,ip,spam,spam_ip,active,14.186.186.126,low,gov,21,2021-03-20,Vietnam Posts and Telecommunications(VNPT),81,75
950,ip,spam,spam_ip,active,171.224.85.57,low,gov,25,2021-03-20,Viettel Group,97,75
951,ip,spam,spam_ip,active,14.170.249.189,low,gov,16,2021-03-20,Vietnam Posts and Telecommunications(VNPT),61,75
952,ip,spam,spam_ip,active,123.16.118.20,low,gov,20,2021-03-20,Vietnam Posts and Telecommunications(VNPT),77,75
953,ip,spam,spam_ip,active,14.231.211.173,low,gov,22,2021-03-20,Vietnam Posts and Telecommunications(VNPT),87,75
954,ip,spam,spam_ip,active,118.68.175.2,low,gov,25,2021-03-20,FPT Telecom Company,99,75
955,ip,spam,spam_ip,active,222.252.51.168,low,gov,16,2021-03-20,Vietnam Posts and Telecommunications(VNPT),63,75
956,ip,spam,spam_ip,active,222.254.95.52,low,gov,19,2021-03-20,Vietnam Posts and Telecommunications(VNPT),73,75
957,ip,spam,spam_ip,active,14.227.81.178,low,gov,10,2021-03-20,Vietnam Posts And Telecommunications Group,40,75
958,ip,spam,spam_ip,active,123.21.30.170,low,gov,25,2021-03-20,Vietnam Posts and Telecommunications(VNPT),99,75
959,ip,spam,spam_ip,active,27.73.75.101,low,gov,25,2021-03-20,Viettel Group,97,75
960,ip,spam,spam_ip,active,117.6.212.225,low,gov,22,2021-03-20,Viettel Group,87,75
961,ip,spam,spam_ip,active,113.178.61.96,low,gov,20,2021-03-20,Vietnam Posts and Telecommunications(VNPT),77,75
962,ip,spam,spam_ip,active,14.232.182.14,low,gov,20,2021-03-20,Vietnam Posts and Telecommunications(VNPT),77,75
963,ip,spam,spam_ip,active,14.232.230.19,low,gov,20,2021-03-20,Vietnam Posts and Telecommunications(VNPT),77,75
964,ip,spam,spam_ip,active,14.250.19.140,low,gov,11,2021-03-20,Vietnam Posts And Telecommunications Group,41,75
965,ip,spam,spam_ip,active,42.118.145.109,low,gov,23,2021-03-20,FPT Telecom Company,91,75
966,ip,spam,spam_ip,active,123.21.219.195,low,gov,22,2021-03-20,Vietnam Posts and Telecommunications(VNPT),88,75
967,ip,spam,spam_ip,active,171.246.132.167,low,gov,25,2021-03-20,Viettel Group,98,75
968,ip,spam,spam_ip,active,42.113.164.54,low,gov,25,2021-03-20,FPT Telecom Company,99,75
969,ip,spam,spam_ip,active,117.6.3.246,low,gov,25,2021-03-20,Viettel Group,97,75
970,ip,spam,spam_ip,active,113.190.148.222,low,gov,24,2021-03-20,Vietnam Posts and Telecommunications(VNPT),93,75
971,ip,spam,spam_ip,active,171.252.188.213,low,gov,22,2021-03-20,Viettel Group,87,75
972,ip,spam,spam_ip,active,113.172.189.50,low,gov,25,2021-03-20,Vietnam Posts and Telecommunications(VNPT),99,75
973,ip,spam,spam_ip,active,116.102.47.158,low,gov,25,2021-03-20,Viettel Corporation,97,75
974,ip,spam,spam_ip,active,123.18.157.139,low,gov,24,2021-03-20,Vietnam Posts and Telecommunications(VNPT),94,75
975,ip,spam,spam_ip,active,113.184.43.131,low,gov,20,2021-03-20,Vietnam Posts and Telecommunications(VNPT),77,75
976,ip,spam,spam_ip,active,171.241.3.131,low,gov,25,2021-03-20,Viettel Group,97,75
977,ip,spam,spam_ip,active,27.66.240.209,low,gov,19,2021-03-20,Viettel Group,75,75
978,ip,spam,spam_ip,active,171.240.62.246,low,gov,23,2021-03-20,Viettel Group,92,75
979,ip,spam,spam_ip,active,45.122.255.65,low,gov,24,2021-03-20,Hai Phong Brand - CMC Telecommunication Infrastruc,95,75
980,ip,spam,spam_ip,active,27.78.248.127,low,gov,21,2021-03-20,Viettel Group,84,75
981,ip,spam,spam_ip,active,123.21.151.215,low,gov,22,2021-03-20,Vietnam Posts and Telecommunications(VNPT),88,75
982,ip,spam,spam_ip,active,183.81.50.212,low,gov,25,2021-03-20,FPT Telecom Company,99,75
983,ip,spam,spam_ip,active,14.167.226.126,low,gov,17,2021-03-20,Vietnam Posts and Telecommunications(VNPT),67,75
984,ip,spam,spam_ip,active,113.180.168.116,low,gov,24,2021-03-20,Vietnam Posts and Telecommunications(VNPT),94,75
985,ip,spam,spam_ip,active,27.71.122.174,low,gov,25,2021-03-20,Viettel Group,100,75
986,ip,spam,spam_ip,active,118.71.30.207,low,gov,22,2021-03-20,FPT Telecom Company,88,75
987,ip,spam,spam_ip,active,113.186.34.71,low,gov,25,2021-03-20,Vietnam Posts and Telecommunications(VNPT),98,75
988,ip,spam,spam_ip,active,14.233.251.17,low,gov,9,2021-03-20,Vietnam Posts and Telecommunications(VNPT),34,75
989,ip,spam,spam_ip,active,113.181.158.25,low,gov,22,2021-03-20,Vietnam Posts and Telecommunications(VNPT),88,75
990,ip,spam,spam_ip,active,123.17.128.220,low,gov,24,2021-03-20,Vietnam Posts and Telecommunications(VNPT),93,75
991,ip,spam,spam_ip,active,113.160.225.229,low,gov,23,2021-03-20,Vietnam Posts and Telecommunications(VNPT),90,75
992,ip,spam,spam_ip,active,116.111.178.60,low,gov,25,2021-03-20,Viettel Corporation,100,75
993,ip,spam,spam_ip,active,113.170.0.32,low,gov,23,2021-03-20,Vietnam Posts and Telecommunications(VNPT),91,75
994,ip,spam,spam_ip,active,171.248.73.79,low,gov,22,2021-03-20,Viettel Group,87,75
995,ip,spam,spam_ip,active,171.228.134.254,low,gov,24,2021-03-20,Viettel Group,96,75
996,ip,spam,spam_ip,active,14.244.179.35,low,gov,14,2021-03-20,Vietnam Posts and Telecommunications(VNPT),55,75
997,ip,spam,spam_ip,active,14.186.31.21,low,gov,20,2021-03-20,Vietnam Posts and Telecommunications(VNPT),78,75
998,domain,spam,spam_domain,active,visionfast.buzz,low,gov,8,2021-03-20,Cloudone Technology Company Limited,75,60
999,domain,spam,spam_domain,active,secretgrowpro.buzz,low,gov,8,2021-03-20,Cloudone Technology Company Limited,73,60
1000,domain,spam,spam_domain,active,oddritualplus.buzz,low,gov,8,2021-03-20,Cloudone Technology Company Limited,71,60
1,url,malware,mal_url,active,http://landing.kofacins.com/pack/,high,gov,57,2021-03-16,FPT Telecom Company,71,100
